Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
27,78,21,10,360,m,1300,m,m,9,993.5,1017.5,1016.6,0,18,NC,N,N
26,77,20,9,360,m,2200,m,m,2,993.9,1017.6,1016.9,0.01,17,NC,N,N
25,79,19,11,360,m,2000,m,m,2,994.2,M,1017.3,m,14,NC,N,N
24,80,19,10,10,m,2000,m,m,1,993.9,1017.6,1016.9,0.01,14,NC,N,N
24,77,18,8,360,m,2400,3000,6500,10,994.5,1018.5,1017.6,0.01,15,NC,Y,N
24,74,17,10,360,m,8000,9000,m,10,994.5,1018.3,1017.6,0,14,NC,Y,N
23,74,16,10,350,m,7500,m,m,10,995.2,1019.1,1018.3,0,13,NC,Y,N
23,74,16,11,360,m,6500,m,m,10,994.9,1018.7,1017.9,0,12,NC,Y,N
23,71,15,13,10,m,4600,6000,m,10,993.5,1017.4,1016.6,0,11,NC,Y,N
21,79,16,10,10,m,3000,5000,m,2,992.2,M,1015.2,m,10,NC,Y,N
21,79,16,11,360,m,1800,m,m,1,991.2,M,1014.2,m,9,NC,Y,N
21,80,16,14,350,m,1100,m,m,1,990.2,1014.1,1013.2,0.02,8,NC,Y,N
21,80,16,11,360,m,1200,1900,m,1,989.9,1013.7,1012.9,0.02,9,NC,Y,N
21,77,15,11,10,25,2300,m,m,1,988.9,1012.6,1011.9,0.02,9,NC,Y,N
20,77,14,15,350,23,2700,m,m,1,989.2,1013.3,1012.2,0.01,6,NC,N,N
20,77,14,16,350,21,1700,m,m,1,989.9,1013.7,1012.9,0,6,NC,N,N
19,76,13,17,360,24,2900,m,m,1,988.6,1012.4,1011.5,0.01,4,NC,N,N
19,76,13,13,350,24,3300,m,m,2,988.6,1012.5,1011.5,0,6,NC,N,N
19,76,13,13,340,m,3100,m,m,2,987.9,1012,1010.8,0,6,NC,N,N
18,77,12,13,340,m,2900,m,m,2,987.2,1011.2,1010.2,0,5,NC,N,N
17,76,11,11,330,m,6500,m,m,10,986.6,1010.5,1009.5,0,5,NC,N,N
15,69,7,11,330,m,4800,8000,m,10,986.6,1010.5,1009.5,0,2,NC,N,N
15,66,6,13,330,m,4600,m,m,10,986.2,1010.4,1009.1,0,1,NC,N,N
15,73,8,6,320,m,2200,2600,3300,4,986.6,1010.5,1009.5,0,6,NC,N,N
16,72,9,11,320,m,2600,4000,m,2,986.6,M,1009.5,m,3,NC,N,N
10,78,5,20,300,32,700,m,m,1,986.9,M,1009.8,0,-9,NC,N,N
9,76,3,20,290,30,1100,m,m,1,987.6,1011.8,1010.5,0,-10,NC,N,N
6,75,0,18,290,32,700,m,m,0,988.6,1012.9,1011.5,0,-13,NC,N,N
5,77,0,24,280,33,700,m,m,0,988.9,M,1011.9,m,-17,NC,Y,N
3,77,-2,18,300,30,700,m,m,0,990.2,M,1013.2,m,-17,NC,Y,N
3,77,-2,17,310,28,800,m,m,0,990.9,M,1013.9,m,-17,NC,Y,N
3,71,-4,17,300,25,1000,m,m,0,990.9,M,1013.9,0.01,-17,NC,Y,N
2,71,-5,17,300,34,1200,m,m,0,991.2,1015.7,1014.2,0,-18,NC,Y,N
1,71,-6,20,290,28,1200,m,m,0,991.6,M,1014.6,m,-21,NC,Y,Y
0,68,-8,16,290,26,1400,2700,m,0,991.6,1016.1,1014.6,0,-20,NC,Y,Y
0,70,-8,23,270,31,1400,2300,3600,0,992.2,M,1015.2,0,-23,NC,Y,Y
-1,67,-9,11,290,23,1200,m,m,1,992.9,1017.5,1015.9,0,-18,NC,Y,N
0,64,-9,18,280,24,1600,m,m,1,993.2,M,1016.3,m,-21,NC,Y,N
-1,71,-8,15,280,29,1300,m,m,1,993.9,1018.5,1016.9,0,-21,NC,N,N
-1,67,-9,20,290,25,1300,m,m,1,994.2,1018.9,1017.3,0,-23,NC,N,N
0,68,-8,22,280,32,1100,m,m,1,994.2,1019,1017.3,0,-23,NC,N,N
0,64,-9,15,280,29,1500,m,m,1,994.5,M,1017.6,m,-19,NC,N,N
-1,71,-8,15,280,24,1200,m,m,1,994.5,1019.4,1017.6,0,-21,NC,N,N
-1,71,-8,17,290,28,900,m,m,1,994.5,1019.2,1017.6,0.01,-22,NC,N,N
-1,71,-8,20,300,26,1200,m,m,1,994.2,1019,1017.3,0,-23,NC,N,N
-1,74,-7,22,280,32,1000,m,m,0,994.5,1019.2,1017.6,0,-24,NC,N,N
0,68,-8,21,280,30,1200,m,m,1,994.5,1019.2,1017.6,0,-22,NC,N,N
1,71,-6,15,270,28,1100,m,m,1,994.5,1019.4,1017.6,0,-18,NC,N,N
1,71,-6,16,290,24,1200,1900,m,1,994.9,1019.5,1017.9,0,-19,NC,N,N
1,71,-6,21,270,30,1200,2300,2900,1,995.2,1019.9,1018.3,0,-21,NC,N,N
1,74,-5,14,280,24,1200,1900,2500,1,995.2,1019.9,1018.3,0,-18,NC,N,N
2,71,-5,21,270,29,1200,2400,m,1,995.5,1020.5,1018.6,0,-20,NC,N,N
3,75,-3,16,280,26,1000,2100,m,1,996.2,1020.8,1019.3,0,-16,NC,Y,N
4,72,-3,15,270,24,1200,2100,2600,0,996.2,1021.1,1019.3,0,-14,NC,Y,N
5,69,-3,15,250,23,1200,2100,2700,1,997.2,1022.1,1020.3,0,-13,NC,Y,N
7,71,0,18,250,26,1600,2300,2700,1,997.9,M,1021,0,-12,NC,Y,N
7,72,0,20,270,25,1300,2200,m,1,998.2,1022.8,1021.3,0,-13,NC,Y,N
7,72,0,16,270,31,1700,2600,m,1,997.5,1022.1,1020.7,0,-11,NC,Y,N
8,72,1,17,250,25,1000,1600,2300,1,997.5,1022.1,1020.7,0,-10,NC,Y,N
8,72,1,13,270,24,1200,2000,2600,1,997.9,1022.4,1021,0,-8,NC,Y,N
9,69,1,16,260,23,1700,2300,m,1,997.9,1022.6,1021,0,-8,NC,Y,N
9,69,1,15,250,22,2300,m,m,1,998.2,1022.8,1021.3,0,-8,NC,Y,N
10,69,2,11,260,m,1600,2200,m,1,998.5,1023.1,1021.7,0,-4,NC,N,N
10,72,3,14,240,21,2000,m,m,1,998.9,1023.7,1022,0,-6,NC,N,N
11,69,3,14,240,m,1900,m,m,2,999.5,1024.1,1022.7,0,-5,NC,N,N
12,72,5,14,260,m,1800,2300,m,2,1000.2,1024.9,1023.4,0,-4,NC,N,N
12,72,5,10,260,m,1500,2200,m,1,1000.5,M,1023.7,0,-1,NC,N,N
13,63,3,10,260,21,2000,2600,m,7,1000.9,1025.6,1024,0,0,NC,N,N
13,73,6,10,250,m,1700,2300,m,2,1001.2,1025.7,1024.4,0,0,NC,N,N
13,66,4,15,260,22,2400,3200,m,6,1001.2,1025.8,1024.4,0,-3,NC,N,N
14,66,5,15,270,21,2300,3000,m,5,1001.2,1025.7,1024.4,0,-1,NC,N,N
14,63,4,14,270,21,2500,m,m,9,1001.9,1026.3,1025.1,0,-1,NC,N,N
14,63,4,8,270,m,2700,m,m,10,1001.9,1026.5,1025.1,m,3,NC,N,N
13,66,4,7,280,m,2400,m,m,10,1001.9,1026.3,1025.1,m,3,NC,N,N
13,66,4,6,270,m,2600,m,m,10,1001.9,1026.5,1025.1,m,4,NC,N,N
15,63,5,7,280,m,2600,m,m,10,1002.5,1027,1025.7,m,5,NC,N,N
15,63,5,7,260,m,2600,m,m,10,1003.2,1027.7,1026.4,m,5,NC,Y,N
15,66,6,6,280,m,2400,m,m,10,1003.2,1027.6,1026.4,m,6,NC,Y,N
16,67,7,9,270,m,2500,m,m,9,1004.2,1028.7,1027.4,0,5,NC,Y,N
19,48,3,10,270,m,2500,m,m,5,1004.5,M,1027.8,m,8,NC,Y,N
16,70,8,8,290,m,2000,2500,m,5,1004.5,M,1027.8,0.03,5,NC,Y,N
16,72,9,11,280,m,2100,m,m,2,1004.2,M,1027.4,m,3,NC,Y,N
16,72,9,8,270,m,1700,2300,m,1,1003.9,M,1027.1,m,5,NC,Y,N
15,69,7,11,290,m,2000,m,m,2,1004.5,M,1027.8,0,2,NC,Y,N
15,69,7,8,280,m,2000,m,m,2,1005.2,M,1028.4,0,4,NC,Y,N
15,69,7,8,290,m,1800,m,m,2,1005.8,M,1029.1,0,4,NC,Y,N
15,69,7,6,310,m,1800,m,m,2,1006.5,M,1029.8,0,6,NC,N,N
15,66,6,6,290,m,1800,m,m,2,1007.2,M,1030.5,0,6,NC,N,N
15,69,7,6,290,m,1800,m,m,5,1007.5,M,1030.8,0,6,NC,N,N
16,67,7,3,330,m,1900,m,m,10,1008.2,M,1031.5,0,NC,NC,N,N
15,69,7,5,340,m,2100,m,m,10,1008.5,M,1031.8,0,7,NC,N,N
15,73,8,5,60,m,2000,m,m,9,1008.8,M,1032.2,0,7,NC,N,N
14,76,8,5,100,m,2000,m,m,5,1009.2,1033.7,1032.5,0,6,NC,N,N
14,79,9,0,0,m,1900,m,m,5,1009.2,1033.8,1032.5,0,NC,NC,N,N
13,76,7,5,120,m,1800,m,m,6,1009.2,1033.9,1032.5,0,5,NC,N,N
12,79,7,6,110,m,1800,m,m,6,1009.5,1034.2,1032.8,0,2,NC,N,N
13,76,7,5,110,m,1600,m,m,8,1009.8,1034.5,1033.2,0,5,NC,N,N
13,76,7,6,110,m,1600,m,m,7,1009.8,1034.4,1033.2,0,4,NC,N,N
13,76,7,7,120,m,1700,m,m,5,1009.5,1034.3,1032.8,0,3,NC,N,N
13,76,7,8,120,m,1800,m,m,7,1009.5,1034,1032.8,0,2,NC,N,N
13,76,7,9,100,m,2000,m,m,8,1009.2,1033.8,1032.5,0,1,NC,Y,N
13,80,8,11,120,m,1700,m,m,4,1009.5,1034.3,1032.8,0,0,NC,Y,N
14,76,8,13,140,m,2100,m,m,2,1009.8,1034.5,1033.2,0,0,NC,Y,N
15,69,7,10,140,m,1200,1900,20000,3,1009.5,1034.3,1032.8,0,3,NC,Y,N
15,73,8,10,130,m,1400,m,m,10,1008.5,1033.1,1031.8,0,3,NC,Y,N
15,69,7,10,130,m,1500,11000,18000,10,1006.8,1031.4,1030.1,0,3,NC,Y,N
16,70,8,10,120,m,1500,9000,13000,10,1005.8,1030.5,1029.1,0,4,NC,Y,N
17,67,8,10,120,m,1500,9000,13000,10,1005.2,1029.8,1028.4,0,5,NC,Y,N
18,67,9,9,120,m,3200,m,m,10,1004.8,1029.2,1028.1,0,7,NC,Y,N
18,70,10,10,120,m,7500,9000,m,8,1004.2,1028.8,1027.4,0,6,NC,Y,N
19,70,11,10,120,m,7000,m,m,8,1003.9,1028.4,1027.1,0,8,NC,N,N
18,77,12,9,110,m,7000,m,m,9,1003.2,1027.7,1026.4,0,7,NC,N,N
19,73,12,11,120,m,1400,6500,m,9,1002.5,1027,1025.7,0,7,NC,N,N
19,76,13,11,120,m,5500,m,m,8,1001.9,1026.2,1025.1,0,7,NC,N,N
20,81,15,11,130,m,1800,2600,3400,8,1000.9,1025.4,1024,0,8,NC,N,N
21,80,16,10,140,m,1300,2100,m,7,1000.5,1024.8,1023.7,0,10,NC,N,N
22,81,17,6,130,m,1200,4400,m,6,999.9,1024,1023,0,14,NC,N,N
23,80,18,8,140,m,1500,2000,m,5,998.9,1023,1022,0,14,NC,N,N
24,80,19,6,150,m,1100,m,m,4,998.2,1022.4,1021.3,0,17,NC,N,N
25,80,20,8,150,m,900,m,m,4,997.9,1022.1,1021,0,16,NC,N,N
25,84,21,9,130,m,800,m,m,4,997.2,1021.2,1020.3,0,16,NC,N,N
26,84,22,8,140,m,700,m,m,4,996.5,1020.7,1019.6,0,18,NC,N,N
27,84,23,8,160,m,500,m,m,3,996.2,1020.2,1019.3,0,19,NC,N,N
28,86,25,6,160,m,400,m,m,2,995.9,M,1019,m,21,NC,N,N
29,88,26,8,150,m,300,m,m,1,995.9,1019.8,1019,0,21,NC,Y,N
30,88,27,10,160,m,200,m,m,1,995.9,1019.8,1019,0,21,NC,Y,N
30,92,28,10,160,m,200,m,m,1,995.5,M,1018.6,m,21,NC,Y,N
30,92,28,9,150,m,200,m,m,1,994.9,M,1017.9,m,22,NC,Y,N
32,86,28,8,150,m,500,m,m,1,993.5,M,1016.6,m,25,NC,Y,N
33,84,29,10,150,m,600,m,m,1,991.9,1015.6,1014.9,0,25,NC,Y,N
34,80,28,13,140,m,700,m,m,2,989.9,M,1012.9,m,25,NC,Y,N
34,85,30,10,130,m,700,m,m,2,988.9,1012.7,1011.9,0,26,NC,Y,N
34,88,31,10,130,m,500,m,m,1,987.9,1011.5,1010.8,0,26,NC,Y,N
35,88,32,10,120,m,400,m,m,1,986.2,1009.9,1009.1,0,27,NC,Y,N
35,92,33,14,140,m,600,m,m,1,985.6,1009.1,1008.5,0.14,26,NC,N,N
36,89,33,13,140,m,700,m,m,1,984.2,1007.6,1007.1,0.17,27,NC,N,N
38,89,35,15,140,m,600,m,m,1,982.2,1005.8,1005.1,0.16,29,NC,N,N
40,89,37,18,140,28,700,1200,m,1,980.3,1003.5,1003,0.07,31,NC,N,N
43,81,37,15,150,23,700,1100,m,4,978.9,M,1001.7,m,36,NC,N,N
41,88,38,11,160,m,700,m,m,6,977.9,1001.2,1000.7,0.11,34,NC,N,N
42,88,39,18,190,26,700,m,m,10,977.6,1000.6,1000.3,0.02,34,NC,N,N
40,92,38,15,190,25,400,m,m,5,976.6,999.7,999.3,0.06,32,NC,N,N
40,89,37,15,190,m,400,m,m,5,975.9,999,998.6,0.04,32,NC,N,N
39,92,37,15,190,m,300,m,m,3,975.3,998.3,998,0.02,31,NC,N,N
39,88,36,13,190,m,200,m,m,1,973.6,996.9,996.3,0,31,NC,N,N
39,92,37,17,200,m,200,m,m,1,972.9,996.1,995.6,0.01,30,NC,N,N
38,92,36,16,210,m,300,m,m,4,972.9,996,995.6,0.08,29,NC,N,N
38,89,35,11,220,m,200,m,m,5,972.3,995.3,994.9,0.06,31,NC,N,N
38,92,36,10,250,m,200,m,m,5,971.9,995.1,994.6,0.03,31,NC,Y,N
38,89,35,10,260,m,300,m,m,9,971.9,995,994.6,0,31,NC,Y,N
37,88,34,11,280,m,400,900,m,6,972.3,995.4,994.9,0,29,NC,Y,N
36,85,32,11,280,m,700,m,m,10,972.6,995.7,995.3,0,28,NC,Y,N
36,80,30,13,290,22,1500,m,m,10,972.6,M,995.3,m,27,NC,Y,N
35,78,29,14,280,m,1500,m,m,7,972.3,995.4,994.9,0,26,NC,Y,N
35,78,29,17,280,26,1500,m,m,9,972.9,995.9,995.6,0,25,NC,Y,N
35,78,29,14,280,m,1300,1600,m,10,973.6,996.7,996.3,0,26,NC,Y,N
33,81,28,14,290,22,1100,m,m,7,974.9,998.2,997.6,0,23,NC,Y,N
34,78,28,14,290,m,1300,m,m,10,975.9,999.2,998.6,0,25,NC,Y,N
34,78,28,14,280,m,1300,m,m,10,977.3,1000.4,1000,0,25,NC,N,N
34,75,27,15,290,23,1300,1500,m,10,977.9,1001.2,1000.7,0,24,NC,N,N
33,77,27,13,290,21,1200,1400,m,9,978.6,1001.9,1001.4,0,24,NC,N,N
33,75,26,14,290,23,1400,1600,m,10,979.6,1003,1002.4,0,23,NC,N,N
34,72,26,9,290,m,1400,1800,2000,10,980.3,1003.8,1003,0,27,NC,N,N
34,75,27,14,290,21,1800,2200,m,10,981.2,1004.6,1004.1,0,25,NC,N,N
34,75,27,15,280,m,2100,m,m,10,982.2,1005.6,1005.1,0,24,NC,N,N
34,75,27,13,280,m,1600,m,m,10,982.6,1005.9,1005.4,0,25,NC,N,N
34,72,26,8,280,m,1900,m,m,10,982.9,1006.3,1005.8,0,27,NC,N,N
34,69,25,10,280,m,2200,m,m,10,983.9,1007.3,1006.8,0,26,NC,N,N
34,72,26,13,260,m,2000,m,m,10,985.2,1008.6,1008.1,0,25,NC,N,N
33,71,25,9,260,m,1900,m,m,10,985.6,1008.9,1008.5,0,25,NC,N,N
33,75,26,8,250,m,1600,m,m,10,985.6,1009.1,1008.5,0,26,NC,N,N
34,74,27,10,230,m,1400,m,m,10,985.9,M,1008.8,m,26,NC,N,N
33,77,27,13,220,m,1300,m,m,10,986.6,1010.1,1009.5,0,24,NC,Y,N
33,77,27,15,200,21,1200,m,m,10,986.9,1010.7,1009.8,0,23,NC,Y,N
33,77,27,17,190,23,1200,m,m,9,987.9,1011.4,1010.8,0,22,NC,Y,N
32,80,27,17,180,25,900,m,m,7,987.9,M,1010.8,m,21,NC,Y,N
34,74,27,18,180,30,1000,m,m,8,986.9,M,1009.8,m,23,NC,Y,N
35,72,27,11,180,m,10000,15000,m,10,985.6,1009.1,1008.5,0,27,NC,Y,N
38,57,24,14,170,m,10000,15000,m,10,983.9,1007.2,1006.8,0,30,NC,Y,N
40,48,22,18,180,32,10000,12000,15000,10,982.9,1006.4,1005.8,0,31,NC,Y,N
42,40,20,21,170,32,11000,14000,18000,10,981.6,1004.9,1004.4,0,33,NC,Y,N
42,44,22,21,160,34,11000,14000,18000,10,980.9,1004.1,1003.7,0,33,NC,Y,N
42,44,22,18,170,28,11000,13000,16000,10,980.6,1003.9,1003.4,0,34,NC,N,N
41,50,24,20,190,30,12000,15000,25000,10,980.9,1004.2,1003.7,0,32,NC,N,N
38,61,26,16,200,23,12000,18000,23000,10,981.9,1005.4,1004.7,0,29,NC,N,N
38,64,27,17,190,25,20000,m,m,10,981.9,1005.5,1004.7,0,29,NC,N,N
39,64,28,18,190,25,22000,m,m,10,981.6,1004.8,1004.4,0,30,NC,N,N
40,62,28,21,190,29,20000,25000,m,10,981.2,1004.5,1004.1,0,30,NC,N,N
40,64,29,22,190,29,M,m,m,10,980.6,1003.8,1003.4,0,30,NC,N,N
40,67,30,17,200,28,M,m,m,10,979.9,1003.1,1002.7,0,31,NC,N,N
40,67,30,18,200,31,M,m,m,10,979.6,1002.7,1002.4,0,31,NC,N,N
40,69,31,20,190,M,M,m,m,10,978.9,1002.3,1001.7,0,30,NC,N,N
40,69,31,20,200,32,M,m,m,10,978.9,1001.9,1001.7,0,30,NC,N,N
39,72,31,16,200,26,M,m,m,10,978.3,1001.5,1001,0,30,NC,N,N
39,72,31,16,200,m,22000,m,m,10,977.6,1000.6,1000.3,0,30,NC,N,N
38,78,32,15,200,m,22000,m,m,10,977.3,1000.6,1000,0,29,NC,N,N
38,78,32,16,200,m,18000,m,m,10,977.3,1000.5,1000,0,29,NC,Y,N
39,75,32,15,200,m,17000,22000,m,10,977.6,1000.6,1000.3,0,31,NC,Y,N
38,82,33,14,200,m,9500,20000,m,10,977.9,1001.1,1000.7,0,30,NC,Y,N
40,79,34,11,210,m,9000,m,m,10,978.3,1001.4,1001,0,33,NC,Y,N
40,79,34,10,210,m,6500,8000,10000,10,976.9,1000.2,999.7,0,34,NC,Y,N
38,82,33,9,200,m,5500,8000,m,10,976.6,999.9,999.3,0,32,NC,Y,N
38,82,33,8,220,m,6500,m,m,10,976.9,1000,999.7,0,32,NC,Y,N
39,79,33,8,210,m,9000,m,m,10,976.6,999.9,999.3,0,33,NC,Y,N
38,82,33,10,230,m,10000,m,m,10,977.6,1000.8,1000.3,0,31,NC,Y,N
38,78,32,9,260,m,10000,m,m,10,978.6,1001.8,1001.4,0,32,NC,Y,N
37,80,32,11,280,m,2800,10000,m,10,979.3,M,1002,m,29,NC,N,N
37,75,30,11,310,20,2600,m,m,10,980.3,1003.6,1003,0,29,NC,N,N
36,75,29,11,290,m,2400,m,m,10,981.2,1004.4,1004.1,0,28,NC,N,N
35,72,27,10,290,m,2500,m,m,10,981.6,1005,1004.4,0,27,NC,N,N
34,74,27,9,280,m,2700,m,m,10,982.2,M,1005.1,m,27,NC,N,N
33,71,25,6,260,m,M,m,m,10,982.6,1005.8,1005.4,0,27,NC,N,N
34,72,26,7,270,m,2600,3200,m,10,982.9,1006.1,1005.8,0,28,NC,N,N
33,69,24,11,290,m,2600,m,m,10,982.9,1006.4,1005.8,0,24,NC,N,N
32,64,21,9,290,m,2600,m,m,10,983.2,M,1006.1,m,24,NC,N,N
30,71,22,6,260,m,M,m,m,10,983.6,1006.8,1006.4,0,24,NC,N,N
30,68,21,6,280,m,M,m,m,10,983.9,1007.3,1006.8,0,24,NC,N,N
27,74,20,0,0,m,11000,m,m,10,983.2,1006.7,1006.1,0,NC,NC,N,N
24,83,20,0,0,m,10000,m,m,10,982.9,1006.5,1005.8,0,NC,NC,N,N
24,83,20,6,140,m,7000,m,m,10,982.9,1006.3,1005.8,0,17,NC,N,N
23,87,20,7,130,m,8000,m,m,10,982.2,1006,1005.1,0,15,NC,Y,N
26,84,22,9,130,m,7000,14000,m,7,982.2,1005.9,1005.1,0,17,NC,Y,N
29,78,23,9,140,m,9500,11000,m,8,982.6,1006.1,1005.4,0,21,NC,Y,N
30,78,24,15,130,m,7500,m,m,9,981.9,1005.5,1004.7,0,19,NC,Y,N
33,60,21,14,140,m,6500,m,m,10,980.6,1004.1,1003.4,0,23,NC,Y,N
34,58,21,17,150,29,3300,4500,6000,6,979.9,1003.1,1002.7,0,23,NC,Y,N
33,71,25,13,160,M,2600,m,m,2,978.9,1002.3,1001.7,0.01,24,NC,Y,N
34,80,28,15,180,26,1100,1600,2100,2,978.9,M,1001.7,m,24,NC,Y,N
34,86,30,18,180,m,600,1000,m,1,978.6,M,1001.4,0.04,23,NC,Y,N
34,86,30,16,250,33,500,1800,m,1,978.9,M,1001.7,0.03,24,NC,Y,N
33,71,25,25,230,36,2200,2900,m,6,979.6,1003.2,1002.4,0,20,NC,N,N
31,72,23,23,230,30,2100,3200,m,10,980.3,1003.7,1003,0,18,NC,N,N
30,71,22,23,220,30,2200,m,m,10,980.3,1004,1003,0,17,NC,N,N
30,71,22,21,220,m,2200,3000,m,6,980.3,1003.7,1003,0,17,NC,N,N
30,78,24,17,210,25,1400,2500,m,2,979.6,1003.1,1002.4,0,18,NC,N,N
30,78,24,14,190,m,1400,2000,3000,9,977.9,1001.3,1000.7,0,19,NC,N,N
32,78,26,14,290,m,1600,11000,m,10,977.6,1000.9,1000.3,0,22,NC,N,N
31,85,27,9,310,m,1100,2400,m,10,977.9,1001.5,1000.7,0,23,NC,N,N
27,81,22,24,330,33,1400,m,m,1,980.9,1004.4,1003.7,0,12,NC,N,N
27,68,18,24,330,33,2100,4100,7500,7,983.6,1007.1,1006.4,0,12,NC,N,N
27,79,21,20,320,26,1600,2200,m,1,984.9,M,1007.8,m,13,NC,N,N
27,73,19,17,320,24,1300,1800,2300,5,986.2,M,1009.1,m,14,NC,N,N
25,80,20,14,320,m,1500,2100,3800,2,987.2,1011.1,1010.2,0,13,NC,N,N
24,77,18,16,310,28,1700,2400,m,2,988.6,1012.1,1011.5,0,11,NC,N,N
24,74,17,14,310,25,1600,3200,4000,2,989.6,1013.3,1012.5,0.01,12,NC,Y,N
23,74,16,14,320,22,2100,2600,m,2,990.6,1014.4,1013.5,0.01,11,NC,Y,N
23,73,16,13,320,m,2800,m,m,5,991.2,M,1014.2,0,11,NC,Y,N
23,67,14,14,310,18,2700,3200,m,9,991.9,1015.8,1014.9,0,11,NC,Y,N
21,73,14,13,310,18,1900,2900,m,2,992.2,M,1015.2,0,8,NC,Y,N
23,64,13,8,310,m,3000,m,m,9,991.9,1015.8,1014.9,0,14,NC,Y,N
21,73,14,14,270,m,2600,m,m,3,991.9,M,1014.9,m,8,NC,Y,N
23,62,12,9,280,m,3900,m,m,9,991.9,1015.9,1014.9,0,13,NC,Y,N
23,67,14,11,250,18,2400,4000,m,9,992.2,M,1015.2,m,12,NC,Y,N
22,67,13,9,250,m,2700,m,m,7,992.2,1016,1015.2,0.01,12,NC,Y,N
22,62,11,9,240,m,2500,m,m,9,991.9,1015.7,1014.9,0.01,12,NC,N,N
22,65,12,13,230,m,2300,m,m,10,991.6,1015.5,1014.6,0,10,NC,N,N
22,67,13,14,220,m,2300,m,m,10,991.6,1015.4,1014.6,0,9,NC,N,N
23,71,15,18,230,26,2100,m,m,10,990.2,1014.2,1013.2,0,9,NC,N,N
22,67,13,16,210,m,2200,m,m,10,989.6,1013.5,1012.5,0,8,NC,N,N
22,67,13,14,210,m,2300,m,m,10,988.6,1012.4,1011.5,0,9,NC,N,N
23,67,14,20,200,26,2400,m,m,10,987.6,1011.3,1010.5,0,8,NC,N,N
24,68,15,21,210,32,2400,m,m,9,986.9,1010.6,1009.8,0,9,NC,N,N
25,73,18,21,200,31,2200,m,m,2,985.9,M,1008.8,0,10,NC,N,N
24,70,16,21,200,29,2200,2800,m,8,984.9,1008.5,1007.8,0,9,NC,N,N
23,74,16,18,170,24,2000,2500,3100,8,983.6,1007.2,1006.4,0,9,NC,N,N
22,81,17,17,170,25,1600,m,m,4,982.2,1006.1,1005.1,0,8,NC,N,N
21,85,18,16,170,29,1600,m,m,1,981.2,M,1004.1,m,7,NC,N,N
22,84,18,14,180,24,1000,m,m,2,980.3,1004,1003,0.02,9,NC,N,N
23,80,18,17,180,24,1000,m,m,6,979.6,1003.4,1002.4,0.01,9,NC,Y,N
25,80,20,20,180,26,1100,m,m,5,979.6,1003.1,1002.4,0,11,NC,Y,N
26,80,21,21,170,30,1200,m,m,3,979.3,1002.8,1002,0,12,NC,Y,N
27,81,22,17,170,28,1000,m,m,3,978.9,1002.4,1001.7,0,14,NC,Y,N
27,81,22,15,170,m,1000,m,m,4,978.3,1001.8,1001,0,15,NC,Y,N
28,81,23,16,170,25,900,m,m,4,977.3,1000.9,1000,0,16,NC,Y,N
29,81,24,17,180,24,1000,m,m,2,976.6,1000,999.3,0,17,NC,Y,N
29,81,24,15,160,22,1000,m,m,2,975.9,999.5,998.6,0.01,18,NC,Y,N
29,84,25,13,160,m,900,m,m,0,976.3,999.9,999,0.02,19,NC,Y,N
28,86,25,10,150,m,900,1300,1800,1,976.6,M,999.3,0.02,19,NC,Y,N
28,86,25,9,140,m,1300,m,m,1,976.6,M,999.3,m,19,NC,N,N
29,84,25,11,140,m,1000,m,m,3,976.6,1000,999.3,0.01,19,NC,N,N
30,85,26,8,150,m,900,m,m,1,976.6,1000.1,999.3,0.03,22,NC,N,N
30,85,26,10,160,m,700,m,m,1,976.6,1000,999.3,0.03,21,NC,N,N
31,85,27,10,150,m,600,m,m,1,976.9,1000.3,999.7,0.02,22,NC,N,N
32,88,29,0,0,m,400,m,m,1,977.3,1000.7,1000,0.02,NC,NC,N,N
30,85,26,11,300,22,700,m,m,8,977.9,1001.4,1000.7,0,21,NC,N,N
29,81,24,17,290,26,900,m,m,10,978.6,1002.1,1001.4,0,17,NC,N,N
27,81,22,14,270,23,1200,m,m,5,979.6,1003.3,1002.4,0,16,NC,N,N
25,80,20,11,270,m,1400,m,m,5,980.9,1004.4,1003.7,0,14,NC,N,N
24,77,18,10,280,m,1300,m,m,10,981.2,1005,1004.1,0,14,NC,N,N
23,74,16,13,280,m,1700,m,m,10,981.9,1005.8,1004.7,0,11,NC,N,N
22,74,15,11,260,m,1500,m,m,10,982.9,1006.4,1005.8,0,11,NC,N,N
22,74,15,7,260,m,1200,m,m,10,983.2,1007.1,1006.1,0,13,NC,N,N
21,79,16,8,270,m,1500,m,m,10,983.9,M,1006.8,m,11,NC,Y,N
22,74,15,7,250,m,1500,m,m,10,984.6,1008.5,1007.5,0,13,NC,Y,N
21,79,16,8,260,m,1400,m,m,10,985.2,M,1008.1,m,11,NC,Y,N
21,73,14,10,260,m,1400,m,m,10,985.9,M,1008.8,m,10,NC,Y,N
21,73,14,11,230,m,1400,m,m,10,985.9,M,1008.8,m,9,NC,Y,N
21,70,13,10,230,m,1700,m,m,9,986.2,1009.9,1009.1,0,10,NC,Y,N
